	CNF vs MPNST1	CNF vs MPNST1	CNF vs MPNST1	CNF vs MPNST1		CNF vs MPNST2	CNF vs MPNST2	CNF vs MPNST2	CNF vs MPNST2		CNF vs NF	CNF vs NF	CNF vs NF	CNF vs NF	
AP1G2	-1.137592017	0.511202586	0.601321249	2344.157062	 	2.644892379	0.00286724	0.016578436	2130.646265	 	5.32267322	6.93E-25	3.83E-23	2130.646265	 
NPAT	-1.929320763	7.43E-09	3.98E-08	1227.933526	 	1.073351528	0.717978204	0.83271084	631.9589933	 	-1.445452424	9.73E-05	0.000346596	917.8222438	 
GPR157	7.258126047	2.44E-12	2.01E-11	1399.447837	 	2.869752279	0.018340598	0.069320445	1399.447837	 	5.592415409	1.14E-13	1.60E-12	1399.447837	 
PEX1	-1.149934089	0.234296199	0.315124171	1611.42234	 	2.048359817	0.00038964	0.003494687	1408.263727	 	2.080988099	6.78E-14	9.85E-13	1408.263727	 
KLHDC4	1.988706388	8.17E-09	4.35E-08	1293.759675	 	4.161175852	6.23E-12	1.47E-09	1293.759675	 	3.450290241	2.29E-35	3.66E-33	1293.759675	 
SEC31B	1.956356862	0.008295279	0.016571837	1048.481822	 	6.624531341	4.44E-06	9.55E-05	1048.481822	 	3.878128367	9.25E-11	8.76E-10	1048.481822	 
ARHGAP10	-1.444964515	0.028745782	0.050546295	1338.972048	 	1.359969364	0.277979417	0.470469132	917.7401715	 	-1.719731302	9.48E-05	0.000338688	1597.410837	 
POLR2K	2.709954176	9.99E-20	1.91E-18	1295.374267	 	1.05836395	0.762360483	0.862157306	1295.374267	 	1.206245469	0.038868396	0.073205772	1295.374267	 
AGTPBP1	-2.349606424	4.23E-07	1.77E-06	1414.878402	 	-1.004808049	0.986543498	0.994087943	598.645293	 	-1.401832096	0.015560601	0.032932396	838.410226	 
IFT20	3.376303884	3.01E-19	5.41E-18	1033.027135	 	1.863287612	0.007090949	0.03370176	1033.027135	 	1.645762273	9.05E-06	3.92E-05	1033.027135	 
CSAD	2.930553188	4.19E-06	1.51E-05	2510.842316	 	11.23234687	2.66E-10	3.29E-08	2510.842316	 	5.29802077	4.31E-18	1.08E-16	2510.842316	 
CYB561D1	5.562139504	1.30E-46	2.93E-44	1405.823759	 	2.910303473	1.96E-07	7.94E-06	1405.823759	 	2.410838267	6.48E-19	1.77E-17	1405.823759	 
GCLC	-1.495907308	0.040246082	0.068071084	1383.445357	 	-1.046673186	0.888725125	0.937347057	963.7921904	 	-1.064529748	0.699237576	0.78634908	979.3767327	 
ABHD14B	2.273664166	1.84E-08	9.31E-08	1347.904875	 	1.889276571	0.010253725	0.044684626	1347.904875	 	-1.060746151	0.624567009	0.721419719	1422.947099	 
STK32A	11.54205901	5.37E-08	2.56E-07	981.3110907	 	2.459345272	0.139015644	0.296827174	981.3110907	 	-1.108724281	0.774526898	0.848207312	981.3110907	 
FDX1	2.004490552	3.69E-07	1.56E-06	556.6482637	 	1.385038358	0.163004173	0.330680766	556.6482637	 	-1.439653277	0.001257179	0.003515295	802.0719167	 
EXOSC2	-1.054209082	0.640443625	0.718922868	1039.550957	 	2.00228858	0.000385306	0.003465405	990.2914023	 	1.967956021	7.70E-13	9.87E-12	990.2914023	 
JAKMIP2	-4.768776001	0.001126086	0.00268077	645.9950729	 	-2.052290793	0.249491597	0.440613523	319.4641156	 	-3.787648124	0.000503767	0.001540801	497.7841776	 
COMMD2	1.762754075	7.26E-07	2.93E-06	1118.991179	 	-1.192294274	0.368399105	0.560853422	1337.665189	 	-1.11993129	0.231755431	0.328686618	1253.121543	 
MRS2	1.152685328	0.24210992	0.323563508	945.5928119	 	1.160489976	0.474248607	0.653855265	945.5928119	 	1.192135174	0.081439378	0.138119281	945.5928119	 
CEP95	-1.123416271	0.509146644	0.599556673	1652.513655	 	1.862187135	0.035493827	0.113126541	1489.257339	 	2.153433881	1.41E-07	8.27E-07	1489.257339	 
ETS2	1.066566526	0.743218865	0.808185045	2910.118124	 	-1.071220588	0.832960943	0.904509079	3121.600034	 	-1.537813112	0.007854479	0.017995433	4493.821086	 
SERPINB1	1.272060506	0.176376703	0.247764298	1270.88934	 	-1.324378325	0.345120555	0.540004715	1713.302372	 	-1.708445746	0.000260514	0.000846191	2192.711929	 
TBC1D12	-1.439494835	0.008647659	0.017169753	867.2480336	 	1.017161507	0.942652288	0.967363113	597.9836057	 	-1.792257196	3.78E-07	2.07E-06	1081.419383	 
C8orf82	1.236449238	0.362714974	0.454041616	620.6884608	 	1.48293179	0.300440864	0.495265214	620.6884608	 	1.397652207	0.081068467	0.137587341	620.6884608	 
ZNF333	-1.297907081	0.05149216	0.084881567	1851.782386	 	2.632101204	2.46E-05	0.000378528	1439.019579	 	2.238288037	4.46E-13	5.91E-12	1439.019579	 
ARSK	1.859693347	1.27E-06	4.96E-06	384.2608979	 	1.146167486	0.534175496	0.70041169	384.2608979	 	-1.784230884	4.43E-08	2.84E-07	690.501526	 
SLC29A1	2.088168279	0.0017107	0.00392367	3997.127343	 	1.788001589	0.128165993	0.281843454	3997.127343	 	1.459819687	0.049676922	0.090433613	3997.127343	 
TRIM21	1.07584975	0.542908366	0.630562517	578.4491589	 	1.369590915	0.128932859	0.282839043	578.4491589	 	-1.166714088	0.122541024	0.194197445	674.010215	 
LCMT1	-1.06884846	0.485042361	0.575921459	589.0356368	 	-1.431294072	0.029199036	0.09793642	792.1651143	 	-1.161448758	0.060466631	0.10710777	639.8151996	 
CDK5RAP1	-1.025765492	0.787780262	0.84432152	895.2041103	 	1.873416597	0.000146364	0.001602765	875.3180334	 	2.055318467	1.54E-19	4.54E-18	875.3180334	 
GTPBP10	2.918680446	5.11E-21	1.10E-19	956.9596065	 	1.939579784	0.000725144	0.005680233	956.9596065	 	1.543212382	4.36E-06	1.99E-05	956.9596065	 
C16orf70	3.161673582	5.16E-25	1.63E-23	969.4068247	 	1.73236752	0.004114253	0.021991984	969.4068247	 	1.587604334	5.70E-07	3.03E-06	969.4068247	 
BTRC	1.149222922	0.073996162	0.116693995	786.7400668	 	-1.311889687	0.043947935	0.132194541	1038.49236	 	-1.196830804	0.005728683	0.013618477	943.6143985	 
ZNF175	-1.143868906	0.331290374	0.420812084	645.7438761	 	1.332610602	0.224937263	0.412253558	564.9828571	 	1.193568859	0.124157927	0.196242622	564.9828571	 
STARD4	-1.45738695	0.128833995	0.18881657	685.9564459	 	-1.136237611	0.750060683	0.85487205	536.7582292	 	-1.533899396	0.035687166	0.068129676	723.0053497	 
MRPS22	-1.044404397	0.679339542	0.752440682	886.9632207	 	1.739680691	0.002417018	0.014529901	851.1245635	 	1.31535706	0.001778946	0.004801812	851.1245635	 
YPEL2	8.045768019	2.29E-18	3.78E-17	1224.029891	 	1.491336336	0.301263192	0.496196398	1224.029891	 	-1.706069139	0.006218183	0.014653723	2062.442274	 
DDX58	1.546861321	0.104498587	0.157600586	903.4349431	 	1.529864275	0.321413903	0.517911625	903.4349431	 	-1.585792206	0.036146795	0.068835252	1447.395971	 
EPB41L5	-1.450882293	0.04279729	0.07198796	835.7215627	 	-1.446340638	0.229001999	0.417015213	845.9762763	 	-1.418216224	0.021234516	0.043213414	817.0738666	 
MRPL24	-1.591449125	9.92E-05	0.000287076	1272.890328	 	1.421774514	0.08686596	0.215364327	797.0734183	 	-1.004328827	0.965283931	0.988318648	802.16509	 
CHCHD7	1.482658873	0.005520636	0.011457499	612.1623815	 	-1.18462093	0.48172292	0.659566053	731.2277539	 	-1.438419611	0.001946123	0.005206272	884.8368907	 
STK38L	-1.49210632	0.023415605	0.042120541	1932.844412	 	-1.488088349	0.178470983	0.351840314	1957.909424	 	-1.50110004	0.00527117	0.012648853	1944.134267	 
TBC1D10A	1.244758762	0.185287077	0.258403262	1329.260414	 	3.001125405	8.43E-05	0.00103174	1329.260414	 	1.586517279	0.0007292	0.002149282	1329.260414	 
RGL1	-1.263423472	0.26531647	0.349769376	2644.703505	 	-1.788666986	0.092712063	0.225947461	3895.07925	 	-2.802218792	2.37E-09	1.84E-08	5958.478891	 
LCP1	1.498086898	0.44735536	0.539205231	2228.371129	 	-2.42667884	0.165591588	0.334281529	8688.973005	 	-2.015689976	0.095100854	0.157353789	4794.926043	 
SNX7	-1.44446337	0.003823217	0.008209203	1322.567556	 	-1.246697815	0.309389455	0.504352736	1144.256828	 	-1.464683446	0.000289789	0.000931212	1340.315374	 
KLHDC8B	1.885052549	0.004755293	0.010015999	1018.468794	 	1.739711754	0.132281957	0.287457387	1018.468794	 	1.567701939	0.014944448	0.031828628	1018.468794	 
PCDHGA2	-1.333019401	0.25594812	0.339200334	242.0155157	 	1.087754034	0.837178596	0.906805937	175.5764328	 	-2.885464599	3.38E-07	1.86E-06	535.3527312	 
LYPLA1	1.239127032	0.124911112	0.183948866	1580.697055	 	-1.043120411	0.858678941	0.918816646	1644.550477	 	1.395936126	0.0039156	0.009670238	1580.697055	 
CACFD1	1.392990337	0.116988086	0.173608476	341.1422844	 	-1.134295505	0.717847133	0.83271084	391.5044938	 	1.304262734	0.128357622	0.201874588	341.1422844	 
CDC23	-1.1927006	0.067814633	0.108000493	1018.025337	 	-1.15462394	0.387687333	0.579763963	987.0907521	 	-1.148792187	0.084322375	0.142205759	980.7683467	 
JAK2	1.278646723	0.162183848	0.230475079	813.5245797	 	-1.901274877	0.028906911	0.09727872	1610.217654	 	-1.535424818	0.003105128	0.00785695	1263.164034	 
ANKRD27	-1.17211292	0.133518754	0.194850492	1240.997062	 	1.132666539	0.494249307	0.669957648	1058.573506	 	1.170998424	0.073100048	0.126034824	1058.573506	 
ZDBF2	-13.04780292	9.08E-50	2.59E-47	5520.647226	 	-4.940817483	3.60E-08	1.93E-06	2188.068566	 	-2.389035298	1.19E-09	9.62E-09	987.9305215	 
TEAD2	-2.48209292	0.000123707	0.000352173	2267.626762	 	-2.35436654	0.026070856	0.090168664	2282.738835	 	1.044735594	0.822133198	0.884730837	886.6213599	 
EMC8	-1.065981565	0.446211103	0.538173147	465.534438	 	-1.381655318	0.026421591	0.091148301	604.570266	 	-1.244018139	0.001966349	0.005253697	544.2395629	 
PLAGL1	2.872627318	0.000169992	0.000472579	4577.389503	 	2.425638361	0.045981085	0.136661553	4577.389503	 	2.832942114	5.78E-06	2.58E-05	4577.389503	 
TEAD4	-2.850975693	2.60E-06	9.70E-06	713.0107436	 	-1.475766294	0.287527485	0.481152085	373.2821831	 	-1.053957289	0.775497682	0.849101481	257.9064338	 
TFAM	1.300613419	0.05892883	0.095539232	845.6371065	 	-1.191546805	0.458263297	0.64114928	1013.31217	 	-1.177438314	0.155975634	0.237107211	997.1232171	 
ANAPC4	1.906088702	1.50E-08	7.71E-08	1498.099687	 	2.748108228	2.77E-07	1.05E-05	1498.099687	 	1.935140351	3.11E-12	3.69E-11	1498.099687	 
ITPA	1.483437199	0.00654572	0.013367225	1015.961401	 	1.076069401	0.765589087	0.864736874	1015.961401	 	1.913244859	7.02E-08	4.37E-07	1015.961401	 
PARP12	1.287185477	0.181782616	0.254212488	1147.327105	 	1.729550153	0.082346776	0.207396146	1147.327105	 	1.439764715	0.01945131	0.040043033	1147.327105	 
DERA	1.052742555	0.715606823	0.783733226	656.6390975	 	-1.047068006	0.8479343	0.912769874	689.4974279	 	-1.151824605	0.226497087	0.322807771	758.8925286	 
MRTO4	-1.433777894	0.022534168	0.040731023	1238.888536	 	1.027930295	0.917765116	0.953140399	858.9813649	 	1.202861865	0.157822933	0.239547325	858.9813649	 
RRP12	-2.217053069	1.11E-05	3.77E-05	1846.378392	 	1.020523639	0.946566423	0.970335358	823.6586417	 	1.926997902	1.23E-05	5.23E-05	823.6586417	 
ELMOD3	2.373722667	2.43E-09	1.39E-08	1235.369736	 	3.113136552	4.42E-06	9.52E-05	1235.369736	 	2.134892598	2.68E-10	2.39E-09	1235.369736	 
MZT1	1.46514541	0.037387508	0.06385261	392.6012949	 	-1.61456218	0.117452894	0.266120377	654.7407034	 	1.045506725	0.769275896	0.843830385	392.6012949	 
FCHSD1	1.763891531	0.001159408	0.002755806	1726.359182	 	4.532181253	2.88E-07	1.08E-05	1726.359182	 	3.753299986	6.06E-20	1.91E-18	1726.359182	 
FBXO8	1.509399107	0.000219912	0.000597143	599.768949	 	1.248748856	0.247610619	0.438342469	599.768949	 	-1.229858629	0.025267344	0.050209293	738.1417501	 
ACOT13	1.362503531	0.01468412	0.027780902	555.0612094	 	1.054674338	0.806148988	0.889099027	555.0612094	 	-1.015247089	0.885725592	0.933163288	565.2559014	 
ZNF251	-3.273199277	8.26E-16	1.03E-14	3988.885196	 	1.584933971	0.065741467	0.17714121	1211.694444	 	2.112227286	9.80E-10	8.05E-09	1211.694444	 
PPM1L	2.059642071	0.013207033	0.025233339	507.9602594	 	-1.171993413	0.728839859	0.83991475	599.9375934	 	-1.19782173	0.448886155	0.557511169	602.8016252	 
MED23	-1.644067169	2.74E-06	1.02E-05	2031.567593	 	-1.079575424	0.674223328	0.803406917	1332.736035	 	1.129289045	0.167789666	0.251834231	1231.418223	 
ISG15	-4.663610189	1.18E-07	5.38E-07	1237.770052	 	-1.592595302	0.308906861	0.50374644	427.1084188	 	-3.533191138	1.12E-07	6.73E-07	927.0634904	 
MRPS23	-1.697610145	3.28E-06	1.21E-05	1343.624726	 	-1.000602657	0.997541732	0.99924876	789.2264766	 	-1.030495234	0.750997738	0.829188666	813.4277531	 
CCNC	1.626471557	0.001109703	0.002643266	1330.820487	 	-1.383986031	0.197234116	0.377577446	1859.604285	 	1.16423363	0.217331113	0.311991463	1330.820487	 
GK	1.262448699	0.298585004	0.386776123	422.4947098	 	-1.289792144	0.488144219	0.664875481	558.5542683	 	1.152526749	0.442241952	0.550845545	422.4947098	 
TMEM199	1.430491227	0.000507476	0.001292436	530.841193	 	1.079214071	0.66840664	0.799650581	530.841193	 	-1.220405203	0.020069359	0.041174257	648.230564	 
TLE2	-1.90399423	0.133781218	0.195182712	2963.299959	 	1.305361467	0.654316137	0.790686617	1570.40354	 	1.155243842	0.676185481	0.766778657	1570.40354	 
C22orf23	7.376642003	8.18E-07	3.27E-06	126.2093367	 	5.023824101	0.005400772	0.027292013	126.2093367	 	5.399179221	3.26E-07	1.80E-06	126.2093367	 
PBX1	-2.391862611	0.006040431	0.012418287	4343.24121	 	-1.764702617	0.245668345	0.436054548	3410.134994	 	-1.207892467	0.465878986	0.573030472	2120.142303	 
PIK3R4	-2.026176407	6.75E-12	5.26E-11	1628.835715	 	-1.281779271	0.161160543	0.327761191	1030.679194	 	-1.767988048	2.61E-11	2.69E-10	1420.312269	 
MCCC1	-1.211386475	0.110668337	0.16534874	1100.606073	 	2.992194475	1.62E-07	6.68E-06	910.4770067	 	1.101303471	0.333971149	0.440761202	910.4770067	 
CASP3	1.702815234	0.000443068	0.001141364	819.5872542	 	-1.452896446	0.144143706	0.303631017	1210.883093	 	-1.01668076	0.894908352	0.94020399	835.4467575	 
ERICH1	-1.018228676	0.876437249	0.914465692	848.0387814	 	3.664187595	2.06E-10	2.67E-08	838.0452009	 	2.012395599	6.46E-13	8.35E-12	838.0452009	 
SNRPA	-1.466724778	0.001069391	0.002557748	1400.653938	 	1.043152116	0.833363865	0.904572114	952.3673821	 	1.085600532	0.398630061	0.507959618	952.3673821	 
PQLC2	1.380234211	0.02122997	0.0385768	511.7442423	 	1.420301195	0.142311496	0.301338179	511.7442423	 	1.860751175	1.08E-07	6.48E-07	511.7442423	 
ESCO1	-1.615614729	6.71E-07	2.73E-06	1274.917313	 	1.137816524	0.440610806	0.626951653	787.3098684	 	-1.098227176	0.244774438	0.343335529	864.0055989	 
PGAP1	1.588349399	0.001379983	0.003228535	1335.574072	 	-1.151080101	0.565641849	0.725558402	1541.325885	 	-1.34111083	0.013988279	0.030027935	1791.721291	 
PHLPP1	-1.84862093	0.035701042	0.061271003	1383.210502	 	1.029298112	0.949871763	0.972169644	726.2667428	 	1.144060403	0.573911487	0.675971045	726.2667428	 
CDK14	-1.398708382	0.062284933	0.100236368	1371.116446	 	-1.814852294	0.047458715	0.139746255	1829.409058	 	-2.796662562	4.09E-12	4.75E-11	2768.386406	 
MBD4	-1.302405425	0.012816202	0.024542378	1362.68378	 	1.292652948	0.160901752	0.32727594	1045.047665	 	-1.07751354	0.397347544	0.506632427	1125.730475	 
CACNB3	-1.334065702	0.145826425	0.210347739	1007.40899	 	1.479962854	0.234059924	0.422539598	755.3668788	 	1.685774332	0.001425749	0.003935609	755.3668788	 
MRPL52	1.097606207	0.416703221	0.508454112	702.3955255	 	1.460749742	0.055584666	0.157328095	702.3955255	 	1.750627417	5.48E-09	4.03E-08	702.3955255	 
MRPL10	-1.45462691	0.000491625	0.001256443	1018.641679	 	-1.194501014	0.336696352	0.532762167	837.9947218	 	-1.379782783	0.000317767	0.001012413	967.6275952	 
COMMD6	2.450115694	1.57E-10	1.04E-09	1314.673499	 	-1.380085519	0.174320859	0.346333437	1833.912625	 	-1.304302563	0.021504138	0.043691484	1718.129707	 
TRPC1	-1.6011585	0.006989905	0.014177908	1127.647706	 	1.447809297	0.207419846	0.391026339	701.7089462	 	1.334511108	0.045767601	0.084247049	701.7089462	 
METTL14	1.512838306	4.51E-09	2.48E-08	1059.167178	 	1.803905676	2.24E-06	5.55E-05	1059.167178	 	1.07872691	0.19920891	0.290412989	1059.167178	 
SIX5	1.945596256	0.001493927	0.00347193	367.7872356	 	1.705359861	0.124299636	0.276606371	367.7872356	 	2.245687834	3.23E-06	1.51E-05	367.7872356	 
C12orf4	1.350305165	0.004874859	0.010244515	586.5040082	 	-1.375944588	0.081074447	0.205246504	814.9948386	 	-1.360762731	0.00050605	0.001546094	800.8485256	 
GNL3L	-3.1730144	4.15E-18	6.58E-17	1724.039582	 	1.577903557	0.04668848	0.138055135	539.3185362	 	1.539750925	0.000106709	0.000376966	539.3185362	 
UQCR10	-1.111866464	0.466468541	0.558242095	693.475526	 	-1.234471502	0.393749504	0.585300016	775.3145075	 	-1.558100469	0.000232165	0.000761613	976.0131073	 
MRRF	1.938606238	1.71E-07	7.61E-07	1130.825094	 	2.582881302	1.32E-05	0.000229888	1130.825094	 	2.016810343	2.64E-11	2.72E-10	1130.825094	 
EXOSC9	1.093266238	0.52180927	0.611121099	813.1970787	 	1.561848552	0.060595209	0.16730265	813.1970787	 	1.257522816	0.047230263	0.086541649	813.1970787	 
CHAMP1	-2.456061334	6.85E-09	3.69E-08	1586.233061	 	-1.690586557	0.044989989	0.134505212	1104.325116	 	-1.548231315	0.00065751	0.001957977	994.9466517	 
NAA40	1.07017102	0.51316374	0.603073093	763.1835681	 	1.597774543	0.009286581	0.041604645	763.1835681	 	1.560325976	3.03E-07	1.68E-06	763.1835681	 
TRAPPC5	-1.550349725	0.1202548	0.177870502	1217.56679	 	1.173843823	0.719518112	0.833898029	774.9013382	 	1.393980551	0.150745563	0.230385245	774.9013382	 
IKZF4	2.787825132	4.74E-10	2.94E-09	452.0829827	 	1.558136234	0.11058448	0.254978328	452.0829827	 	1.037742064	0.785094802	0.856545762	452.0829827	 
PFDN6	-1.039260276	0.753019973	0.816099164	562.0752624	 	1.27399962	0.250485135	0.441742392	541.905523	 	1.642274054	1.32E-06	6.63E-06	541.905523	 
FZD3	-1.413111583	0.385796482	0.477637911	885.2162583	 	1.201397465	0.748098419	0.853532635	643.6118546	 	1.23920529	0.50574349	0.612257954	643.6118546	 
EXT1	-3.705399027	1.21E-08	6.31E-08	6280.493611	 	-2.904858277	0.004446962	0.023354477	5251.841367	 	-1.235981176	0.262019557	0.363015509	2039.913103	 
DCBLD1	-3.630788963	2.75E-11	2.00E-10	1212.354668	 	-1.197431012	0.576811834	0.734070624	395.8695681	 	-1.074641462	0.653540266	0.74694449	351.4835481	 
SRGAP1	-1.382502252	0.04121533	0.069549577	1388.290161	 	2.038338688	0.008093932	0.03737347	1000.754219	 	-1.022321096	0.866354441	0.918797865	1022.378665	 
MTG1	-1.664445976	0.012835606	0.024573939	1479.502946	 	1.681793268	0.125474472	0.278265567	890.8012509	 	2.541022342	3.62E-08	2.37E-07	890.8012509	 
ZNF260	-1.070957917	0.482546246	0.573565039	927.1187427	 	-1.071499906	0.681742855	0.808503326	927.9513329	 	-1.165494792	0.059400216	0.105474265	1008.671667	 
XRCC3	2.261431098	0.000236139	0.000637499	1429.013497	 	8.243759729	9.13E-09	6.40E-07	1429.013497	 	12.17002957	1.17E-41	3.70E-39	1429.013497	 
ENTPD5	1.23675103	0.025642397	0.045623556	671.8331438	 	-1.125685353	0.471265056	0.651466459	756.8267109	 	-1.044205269	0.586012847	0.687079127	703.4110154	 
YOD1	1.757609823	0.00011455	0.000328551	1148.478143	 	3.952009682	4.21E-08	2.22E-06	1148.478143	 	2.435661079	2.26E-13	3.10E-12	1148.478143	 
USP42	-3.206835125	6.71E-30	3.35E-28	2127.807906	 	-1.519696281	0.017856004	0.068076277	1009.131006	 	1.018482642	0.831112282	0.891370838	658.7438459	 
ECSIT	-1.758223671	0.000812159	0.00199034	1183.775176	 	1.198117103	0.524416835	0.693361367	669.8541944	 	1.317219999	0.048462368	0.088490779	669.8541944	 
C17orf51	-2.7447243	1.50E-07	6.74E-07	1424.494979	 	-1.400615955	0.292438734	0.487257588	730.605884	 	-1.244899988	0.167700794	0.251723307	637.7013724	 
RNF144A	-4.697459797	0.001044178	0.002504925	4942.014493	 	-4.82994793	0.011155596	0.047704152	7792.245666	 	-1.459613545	0.315868186	0.421834764	1323.391909	 
ZBTB25	1.061388063	0.61168265	0.693581237	1076.231159	 	2.782970198	4.94E-07	1.68E-05	1076.231159	 	2.465806358	3.77E-20	1.22E-18	1076.231159	 
PEG10	-4.039880801	0.001179237	0.002796221	4300.826081	 	-5.823771848	0.003098623	0.017571238	9393.992436	 	-3.519396369	0.000278148	0.000898095	3692.681367	 
MFAP2	-4.721808734	2.64E-05	8.44E-05	4190.848906	 	-6.415540708	0.000640549	0.005141843	7802.611655	 	-1.294741404	0.388585208	0.498065434	1050.90875	 
ZNF330	-1.103044335	0.26370491	0.348136019	1116.010617	 	1.619900147	0.001645477	0.010788126	1012.66768	 	1.098926027	0.197924995	0.28881663	1012.66768	 
FAM133B	1.624403296	1.89E-08	9.59E-08	1549.037893	 	2.445613313	3.06E-09	2.66E-07	1549.037893	 	2.461839115	1.55E-35	2.54E-33	1549.037893	 
TRAF6	-1.781726496	2.49E-06	9.33E-06	735.2413563	 	1.230205247	0.328756574	0.524988911	409.6970206	 	-1.344118968	0.003823547	0.009464052	553.1594519	 
TRMT1L	-1.466026026	0.000792222	0.001946018	763.6637464	 	-1.234392934	0.282619819	0.475640645	643.9858195	 	-1.679232394	4.50E-08	2.89E-07	876.0335329	 
DUSP14	1.392742101	0.098819569	0.150200667	720.8253378	 	1.775705951	0.085010114	0.212256805	720.8253378	 	1.492975366	0.015525773	0.032866956	720.8253378	 
WDR77	-1.843526294	5.21E-06	1.85E-05	1140.528464	 	-1.17862359	0.472930392	0.652599648	728.6047789	 	-1.056538417	0.622004522	0.719250193	651.3984558	 
TMEM138	2.761794517	1.91E-13	1.82E-12	950.8889912	 	1.94408854	0.004762737	0.024692795	950.8889912	 	1.770777356	5.97E-07	3.16E-06	950.8889912	 
RXRG	3.326420975	0.04170835	0.070318037	2996.790708	 	1.922604123	0.300415471	0.495265214	2996.790708	 	-1.355118267	0.507765865	0.614131604	2996.790708	 
